Name,CGPA,Budget_Preference,Education_Level,Country_Preference,Domain_Area,Scholarship_Name,Scholarship_Type,Scholarship_Budget,Education_Preference,Country_of_Scholarship,Eligible_Domain,Target
Person819,3.19,3000,Bachelor,Canada,Medical Research,Scholarship819,Need-Based,2500,PhD,Australia,Electrical Engineering,0
Person795,3.16,9500,PhD,Canada,History,Scholarship795,Need-Based,1500,PhD,UK,Fine Arts,0
Person416,3.16,3500,PhD,Canada,Computer Science,Scholarship416,Merit-Based,3000,Bachelor,USA,Business Administration,0
Person1052,2.85,4500,Bachelor,USA,Medical Research,Scholarship1052,Need-Based,6500,Bachelor,Canada,History,0
Person1849,3.12,3000,PhD,Australia,Chemistry,Scholarship1849,Merit-Based,1500,PhD,Australia,Business Administration,0
Person799,3.81,8000,Bachelor,USA,Fine Arts,Scholarship799,Need-Based,8000,Bachelor,Australia,Finance,0
Person2091,3.12,9000,PhD,UK,Medical Science,Scholarship2091,Need-Based,2000,Bachelor,USA,Medical Science,0
Person607,2.99,7000,Bachelor,USA,Physics,Scholarship607,Need-Based,8000,PhD,UK,Finance,0
Person619,3.07,9000,PhD,UK,Computer Science,Scholarship619,Need-Based,3500,Bachelor,USA,History,0
Person1059,2.9,9500,Master,UK,Medical Research,Scholarship1059,Merit-Based,7000,Bachelor,Australia,Electrical Engineering,0
Person2225,2.71,4000,Master,USA,Fine Arts,Scholarship2225,Merit-Based,5500,Master,Canada,Chemistry,0
Person1744,2.86,9500,Master,Canada,Computer Science,Scholarship1744,Merit-Based,4500,Master,Australia,Computer Science,1
Person2884,3.18,9500,PhD,USA,Business Administration,Scholarship2884,Merit-Based,1000,PhD,USA,Computer Science,0
Person2056,3.23,2000,PhD,Canada,Chemistry,Scholarship2056,Merit-Based,5000,Bachelor,USA,Chemistry,0
Person173,3.22,8500,PhD,Australia,History,Scholarship173,Need-Based,8000,Bachelor,Canada,Electrical Engineering,0
Person1700,2.92,1500,PhD,USA,Finance,Scholarship1700,Merit-Based,8000,PhD,Australia,Medical Research,0
Person2923,3.61,2500,Master,USA,Medical Science,Scholarship2923,Need-Based,4500,Bachelor,UK,Medical Science,0
Person591,3.28,5500,Bachelor,Canada,Finance,Scholarship591,Merit-Based,9500,Master,Australia,Medical Science,0
Person1424,2.52,1500,Master,USA,Business Administration,Scholarship1424,Need-Based,7000,Master,Canada,History,0
Person2432,2.99,8000,Master,UK,Electrical Engineering,Scholarship2432,Merit-Based,500,PhD,Australia,Computer Science,0
Person2977,2.86,5000,Bachelor,Canada,Medical Science,Scholarship2977,Merit-Based,3000,PhD,UK,Electrical Engineering,0
Person616,2.6,7500,Bachelor,Australia,Fine Arts,Scholarship616,Need-Based,5000,PhD,Australia,Medical Science,0
Person10,3.69,2000,PhD,Australia,Medical Science,Scholarship10,Merit-Based,6500,Master,UK,Electrical Engineering,0
Person1611,3.55,9500,Master,Australia,Medical Science,Scholarship1611,Need-Based,8500,PhD,USA,Business Administration,0
Person2295,3.33,5500,Master,UK,Medical Research,Scholarship2295,Merit-Based,1000,PhD,UK,History,0
Person1710,3.79,8500,PhD,Australia,History,Scholarship1710,Merit-Based,2000,PhD,Australia,Fine Arts,0
Person1748,2.9,4000,Master,Australia,Finance,Scholarship1748,Merit-Based,6000,Master,UK,Computer Science,0
Person1101,3.92,8000,Bachelor,Canada,Medical Science,Scholarship1101,Merit-Based,2000,PhD,UK,Medical Research,0
Person542,3.62,6500,Master,USA,Finance,Scholarship542,Need-Based,7000,Bachelor,Australia,Business Administration,0
Person570,3.95,8500,Master,Canada,Electrical Engineering,Scholarship570,Need-Based,4000,Master,Australia,Computer Science,0
Person285,2.95,5500,Master,USA,Chemistry,Scholarship285,Need-Based,2000,Master,UK,Physics,0
Person1519,3.27,5500,Bachelor,Australia,Computer Science,Scholarship1519,Merit-Based,5500,Master,UK,Chemistry,0
Person733,3.11,8500,Master,USA,Fine Arts,Scholarship733,Need-Based,9000,PhD,USA,Electrical Engineering,0
Person243,3.19,5000,Bachelor,Canada,Fine Arts,Scholarship243,Need-Based,2000,Master,USA,History,0
Person2661,3.23,8000,Master,UK,Business Administration,Scholarship2661,Need-Based,2500,Master,Australia,Electrical Engineering,0
Person869,3.3,500,Bachelor,Canada,Fine Arts,Scholarship869,Merit-Based,6500,Master,USA,Medical Research,0
Person1534,3.42,6000,Master,Australia,Finance,Scholarship1534,Merit-Based,7000,Bachelor,USA,Medical Research,0
Person1626,2.5,2000,Bachelor,Canada,Finance,Scholarship1626,Merit-Based,9500,PhD,Canada,Physics,0
Person2604,3.55,4000,Bachelor,Australia,Fine Arts,Scholarship2604,Merit-Based,6500,Bachelor,Australia,Chemistry,0
Person1617,2.93,1000,PhD,Canada,Computer Science,Scholarship1617,Merit-Based,5000,Master,UK,Fine Arts,0
Person554,2.74,5000,PhD,Australia,Medical Research,Scholarship554,Need-Based,6000,PhD,UK,Electrical Engineering,0
Person1760,3.8,4500,PhD,USA,Medical Science,Scholarship1760,Merit-Based,5000,Master,UK,History,0
Person2123,3.68,6500,PhD,Canada,History,Scholarship2123,Need-Based,2500,Master,Australia,Physics,0
Person2358,3.24,6500,PhD,USA,Fine Arts,Scholarship2358,Need-Based,9500,Bachelor,USA,Medical Science,0
Person1245,2.52,4000,PhD,Canada,Fine Arts,Scholarship1245,Need-Based,2500,PhD,USA,History,0
Person40,3.1,2000,Master,USA,Chemistry,Scholarship40,Need-Based,6000,PhD,Australia,Medical Science,0
Person1803,3.89,500,Master,Australia,Medical Research,Scholarship1803,Merit-Based,7000,PhD,Canada,Business Administration,0
Person784,3.55,8000,Master,USA,Medical Science,Scholarship784,Need-Based,3500,PhD,UK,Chemistry,0
Person2975,2.65,2500,Bachelor,Canada,Computer Science,Scholarship2975,Merit-Based,4000,Bachelor,Australia,Chemistry,0
Person1344,2.52,4000,Master,UK,Business Administration,Scholarship1344,Need-Based,6000,Bachelor,Australia,Medical Science,0
Person400,2.85,2500,Master,USA,Medical Research,Scholarship400,Merit-Based,6500,Master,Australia,Physics,0
Person2253,2.85,9000,PhD,UK,Medical Research,Scholarship2253,Need-Based,9500,Bachelor,UK,Fine Arts,0
Person996,3.08,1000,PhD,Canada,Electrical Engineering,Scholarship996,Need-Based,8500,PhD,Canada,Electrical Engineering,1
Person2314,3.94,5500,Master,Australia,Physics,Scholarship2314,Merit-Based,3500,Bachelor,Canada,Physics,0
Person674,3.97,8000,PhD,Australia,History,Scholarship674,Merit-Based,1000,Master,UK,History,0
Person540,3.93,4500,Bachelor,Canada,Chemistry,Scholarship540,Need-Based,8500,Bachelor,UK,Medical Science,0
Person2628,3.22,2000,PhD,USA,Finance,Scholarship2628,Merit-Based,5500,Master,UK,Computer Science,0
Person630,3.63,4000,PhD,Australia,Medical Science,Scholarship630,Need-Based,7500,Master,Australia,Physics,0
Person2885,2.56,5500,Bachelor,Canada,Medical Science,Scholarship2885,Merit-Based,3500,Master,Australia,Medical Research,0
Person2694,3.34,3500,Master,Canada,Fine Arts,Scholarship2694,Need-Based,7000,PhD,UK,Computer Science,0
Person1672,2.95,6500,Master,USA,Medical Science,Scholarship1672,Need-Based,6000,Bachelor,Australia,Electrical Engineering,0
Person659,3.02,7000,Bachelor,Australia,Computer Science,Scholarship659,Need-Based,9500,PhD,Canada,Computer Science,0
Person2120,3.22,500,PhD,Australia,Physics,Scholarship2120,Merit-Based,3500,PhD,UK,History,0
Person2180,3.47,1500,PhD,Canada,Computer Science,Scholarship2180,Merit-Based,3500,Bachelor,USA,Electrical Engineering,0
Person2809,2.62,5500,PhD,Canada,Chemistry,Scholarship2809,Merit-Based,1500,PhD,Australia,Finance,0
Person820,3.09,8000,PhD,UK,Business Administration,Scholarship820,Need-Based,2500,Bachelor,Australia,Computer Science,0
Person773,2.75,7000,Master,USA,Medical Science,Scholarship773,Need-Based,9000,Bachelor,Australia,Business Administration,0
Person2157,3.63,2000,PhD,USA,Electrical Engineering,Scholarship2157,Merit-Based,6000,Master,Australia,Computer Science,0
Person1319,3.51,9500,Master,Australia,History,Scholarship1319,Need-Based,4000,PhD,Australia,Physics,0
Person561,3.47,8500,PhD,UK,Business Administration,Scholarship561,Merit-Based,2500,Bachelor,Canada,Fine Arts,0
Person1628,3.79,5500,PhD,Australia,Finance,Scholarship1628,Merit-Based,2500,PhD,USA,Medical Science,0
Person2431,2.82,9500,Master,UK,Finance,Scholarship2431,Need-Based,3500,Master,UK,Fine Arts,0
Person2090,3.15,500,PhD,UK,Physics,Scholarship2090,Merit-Based,8500,Master,UK,Physics,0
Person1839,3.23,8500,PhD,USA,History,Scholarship1839,Need-Based,4500,Bachelor,UK,Fine Arts,0
Person2503,3.26,3000,Bachelor,Australia,Fine Arts,Scholarship2503,Merit-Based,5500,Master,Canada,Medical Research,0
Person1525,3.81,3500,PhD,USA,Business Administration,Scholarship1525,Need-Based,3500,PhD,Canada,Finance,0
Person792,2.83,2500,Bachelor,Canada,Fine Arts,Scholarship792,Need-Based,9500,Bachelor,UK,Medical Research,0
Person239,3.21,6000,Master,UK,Business Administration,Scholarship239,Merit-Based,8000,Bachelor,Canada,Finance,0
Person2192,4.0,6000,Master,UK,Business Administration,Scholarship2192,Merit-Based,2500,Master,UK,Chemistry,0
Person1603,2.75,6000,PhD,Australia,Electrical Engineering,Scholarship1603,Need-Based,3000,Bachelor,Canada,Fine Arts,0
Person735,3.71,9000,PhD,UK,Business Administration,Scholarship735,Need-Based,1000,Bachelor,Australia,Medical Research,0
Person2185,2.72,9500,PhD,UK,Finance,Scholarship2185,Merit-Based,8500,PhD,Australia,Electrical Engineering,0
Person2512,3.68,4500,Bachelor,USA,Medical Research,Scholarship2512,Need-Based,5500,Master,Australia,History,0
Person1843,3.15,4500,PhD,Australia,Electrical Engineering,Scholarship1843,Merit-Based,500,Bachelor,USA,Medical Science,0
Person532,3.54,3500,Bachelor,Australia,Business Administration,Scholarship532,Need-Based,6500,Master,UK,Chemistry,0
Person1535,3.89,5500,Master,USA,Physics,Scholarship1535,Need-Based,1500,PhD,Canada,History,0
Person2714,3.85,1500,Bachelor,USA,Electrical Engineering,Scholarship2714,Merit-Based,7500,Master,Canada,Chemistry,0
Person2485,3.16,6000,Bachelor,UK,History,Scholarship2485,Merit-Based,5500,PhD,USA,Chemistry,0
Person1641,3.2,7000,Master,UK,Computer Science,Scholarship1641,Merit-Based,3500,Master,UK,Medical Science,0
Person2544,3.08,3500,Bachelor,USA,Fine Arts,Scholarship2544,Need-Based,6000,Bachelor,Australia,Medical Science,0
Person1105,3.67,8000,Bachelor,USA,Electrical Engineering,Scholarship1105,Need-Based,8500,PhD,USA,Chemistry,0
Person1210,2.79,2500,Master,USA,Electrical Engineering,Scholarship1210,Need-Based,3500,Master,USA,Electrical Engineering,1
Person1377,2.81,7000,Bachelor,Australia,History,Scholarship1377,Merit-Based,4500,Master,UK,Fine Arts,0
Person1898,3.37,5000,Master,UK,Business Administration,Scholarship1898,Merit-Based,4000,PhD,Canada,History,0
Person252,3.27,2000,PhD,UK,Business Administration,Scholarship252,Merit-Based,9000,Master,Canada,Business Administration,0
Person2264,3.57,6500,Master,USA,Finance,Scholarship2264,Merit-Based,6500,Master,USA,Computer Science,0
Person2680,3.75,1000,Master,Australia,Medical Science,Scholarship2680,Merit-Based,4000,PhD,Australia,Electrical Engineering,0
Person2430,3.99,5000,Bachelor,Australia,Chemistry,Scholarship2430,Merit-Based,3000,PhD,Australia,Medical Science,0
Person2345,3.23,2500,Master,Australia,Chemistry,Scholarship2345,Merit-Based,2000,Master,Australia,Finance,0
Person1327,3.24,8000,PhD,UK,Business Administration,Scholarship1327,Merit-Based,6500,PhD,Australia,Finance,0
Person2375,2.9,5500,PhD,Australia,History,Scholarship2375,Need-Based,3000,Bachelor,Canada,Medical Science,0
Person999,2.68,1500,PhD,Canada,Medical Science,Scholarship999,Need-Based,3000,PhD,UK,Medical Science,1
Person262,3.12,6500,Bachelor,Australia,Physics,Scholarship262,Need-Based,8000,Master,Australia,Computer Science,0
Person760,2.93,7000,PhD,UK,Fine Arts,Scholarship760,Need-Based,6500,PhD,Australia,Medical Science,0
Person1677,3.26,5000,PhD,Canada,Business Administration,Scholarship1677,Merit-Based,7500,PhD,UK,Fine Arts,0
Person2441,2.84,6500,Bachelor,USA,Computer Science,Scholarship2441,Need-Based,1000,Master,USA,Business Administration,0
Person1404,2.99,9500,Master,Australia,Computer Science,Scholarship1404,Need-Based,5500,Bachelor,Canada,Fine Arts,0
Person316,3.89,3500,Bachelor,USA,Medical Science,Scholarship316,Need-Based,7000,Master,Australia,Electrical Engineering,0
Person611,2.53,9000,PhD,USA,Medical Science,Scholarship611,Merit-Based,8000,Bachelor,Canada,Physics,0
Person1514,3.69,3000,Master,Canada,History,Scholarship1514,Need-Based,9000,PhD,UK,Computer Science,0
Person579,3.49,9000,Bachelor,USA,Electrical Engineering,Scholarship579,Need-Based,5000,PhD,USA,Chemistry,0
Person237,3.91,1000,PhD,UK,Fine Arts,Scholarship237,Merit-Based,6500,PhD,Canada,History,0
Person1084,3.76,2000,Bachelor,UK,Electrical Engineering,Scholarship1084,Merit-Based,9000,PhD,Australia,Physics,0
Person1885,2.72,2000,Master,Canada,Medical Science,Scholarship1885,Need-Based,5000,Master,Canada,Electrical Engineering,0
Person2042,3.76,8500,Master,Canada,History,Scholarship2042,Need-Based,1000,PhD,UK,Computer Science,0
Person1992,3.8,3500,Master,Canada,Electrical Engineering,Scholarship1992,Need-Based,6500,PhD,UK,Medical Science,0
Person2740,2.97,7000,Bachelor,Canada,Chemistry,Scholarship2740,Need-Based,9500,PhD,UK,Business Administration,0
Person1236,3.12,4000,Bachelor,UK,Physics,Scholarship1236,Merit-Based,5000,Bachelor,UK,Electrical Engineering,0
Person1400,3.47,9000,Bachelor,UK,Business Administration,Scholarship1400,Merit-Based,3500,PhD,UK,Computer Science,0
Person1892,3.8,3500,Bachelor,Canada,History,Scholarship1892,Need-Based,500,PhD,Australia,Electrical Engineering,0
Person896,3.67,9500,Master,USA,History,Scholarship896,Need-Based,5000,Bachelor,Australia,Medical Research,0
Person2129,3.47,6500,Bachelor,UK,Medical Research,Scholarship2129,Merit-Based,3500,Master,Canada,Electrical Engineering,0
Person1509,3.37,1500,Master,UK,Chemistry,Scholarship1509,Merit-Based,4000,Master,UK,History,0
Person116,3.36,1000,Bachelor,USA,Fine Arts,Scholarship116,Merit-Based,7500,Bachelor,Canada,Computer Science,0
Person1612,3.62,6000,PhD,USA,Physics,Scholarship1612,Need-Based,500,PhD,USA,Electrical Engineering,0
Person1528,3.47,6000,Bachelor,UK,Finance,Scholarship1528,Need-Based,2500,Bachelor,Australia,Electrical Engineering,0
Person405,2.99,4500,PhD,UK,Medical Science,Scholarship405,Merit-Based,4500,PhD,UK,Finance,0
Person2963,3.8,3000,Master,UK,Medical Research,Scholarship2963,Need-Based,5000,Master,Canada,Medical Science,0
Person2563,2.61,500,PhD,Australia,Electrical Engineering,Scholarship2563,Merit-Based,5000,Bachelor,UK,History,0
Person1464,2.53,2500,Bachelor,Australia,Finance,Scholarship1464,Merit-Based,1000,PhD,UK,Finance,0
Person1634,3.69,3500,Master,Canada,Medical Research,Scholarship1634,Merit-Based,3500,Bachelor,Canada,History,0
Person2288,3.19,6000,PhD,Australia,Medical Science,Scholarship2288,Need-Based,1000,PhD,USA,History,0
Person2614,3.9,5500,Master,USA,Computer Science,Scholarship2614,Need-Based,500,Master,USA,Business Administration,0
Person1014,3.76,7500,Bachelor,UK,Business Administration,Scholarship1014,Need-Based,3500,Master,UK,Medical Science,0
Person2841,3.75,3000,PhD,UK,Business Administration,Scholarship2841,Need-Based,6500,Bachelor,UK,Business Administration,0
Person169,3.57,5500,PhD,Canada,Business Administration,Scholarship169,Merit-Based,3000,PhD,Canada,Fine Arts,0
Person2561,3.4,1500,Master,Australia,Physics,Scholarship2561,Need-Based,9500,Master,Canada,Medical Research,0
Person2161,3.72,3500,Bachelor,UK,Electrical Engineering,Scholarship2161,Merit-Based,7500,PhD,Australia,History,0
Person1666,2.69,5500,Master,USA,Medical Research,Scholarship1666,Need-Based,3500,Bachelor,USA,Chemistry,0
Person2052,3.45,5500,Master,Australia,Computer Science,Scholarship2052,Merit-Based,1500,PhD,USA,Medical Science,0
Person2712,2.55,3500,Bachelor,Australia,Fine Arts,Scholarship2712,Merit-Based,9000,Master,Canada,Fine Arts,0
Person992,3.98,7000,Master,USA,Finance,Scholarship992,Merit-Based,2000,Master,USA,Finance,1
Person1126,3.9,6000,Master,USA,Electrical Engineering,Scholarship1126,Merit-Based,6500,Bachelor,UK,Fine Arts,0
Person2688,3.61,2000,Bachelor,Canada,Medical Science,Scholarship2688,Need-Based,7000,Master,Canada,Business Administration,0
Person798,3.93,7000,PhD,UK,Chemistry,Scholarship798,Merit-Based,8500,Master,Australia,History,0
Person2513,3.39,6000,Bachelor,USA,Computer Science,Scholarship2513,Merit-Based,6500,Bachelor,USA,Medical Research,0
Person2924,2.7,8500,Bachelor,Canada,Fine Arts,Scholarship2924,Need-Based,500,Master,Canada,Computer Science,0
Person2713,3.97,1500,PhD,Australia,Medical Science,Scholarship2713,Merit-Based,9000,Bachelor,Canada,Electrical Engineering,0
Person291,3.05,7500,PhD,USA,Fine Arts,Scholarship291,Merit-Based,3500,Bachelor,UK,Electrical Engineering,0
Person1930,3.82,3000,Master,Australia,Medical Research,Scholarship1930,Need-Based,2000,Bachelor,Australia,Fine Arts,0
Person2724,2.63,8500,Master,Australia,Chemistry,Scholarship2724,Merit-Based,2500,Bachelor,Australia,Chemistry,0
Person1145,3.73,3500,PhD,Australia,History,Scholarship1145,Need-Based,8000,PhD,UK,Medical Science,0
Person2577,2.9,4000,Bachelor,Australia,Fine Arts,Scholarship2577,Need-Based,6000,Bachelor,Canada,Medical Science,0
Person2504,2.63,8000,Master,UK,Medical Research,Scholarship2504,Need-Based,1000,Master,USA,Computer Science,0
Person2863,3.45,4500,Master,Canada,History,Scholarship2863,Need-Based,4500,PhD,Australia,Chemistry,0
Person1825,3.36,500,PhD,Canada,Chemistry,Scholarship1825,Merit-Based,1500,Bachelor,UK,Finance,0
Person1556,3.82,6500,PhD,Australia,Finance,Scholarship1556,Merit-Based,4500,PhD,Australia,Fine Arts,0
Person2759,3.35,2500,Master,Canada,Business Administration,Scholarship2759,Merit-Based,3500,PhD,USA,Finance,0
Person2535,3.0,6500,PhD,Australia,Finance,Scholarship2535,Merit-Based,8500,Bachelor,Canada,Fine Arts,0
Person867,2.75,1500,Bachelor,USA,Electrical Engineering,Scholarship867,Merit-Based,1500,PhD,UK,Fine Arts,0
Person355,3.33,4000,Master,UK,Medical Research,Scholarship355,Need-Based,7500,Bachelor,UK,Fine Arts,0
Person2717,2.92,7500,Bachelor,USA,Computer Science,Scholarship2717,Need-Based,1500,Master,UK,Medical Research,0
Person220,3.46,500,Bachelor,Australia,Finance,Scholarship220,Merit-Based,2000,PhD,Canada,Chemistry,0
Person2929,2.72,5500,Bachelor,Australia,Business Administration,Scholarship2929,Merit-Based,8000,PhD,USA,Medical Science,0
Person102,3.88,3500,Bachelor,UK,Medical Research,Scholarship102,Merit-Based,5500,Master,Australia,Medical Research,0
Person753,3.61,7500,Master,Canada,Chemistry,Scholarship753,Need-Based,8500,Master,UK,Electrical Engineering,0
Person849,3.78,3000,Bachelor,Australia,Fine Arts,Scholarship849,Need-Based,500,PhD,Canada,Medical Research,0
Person245,3.32,8000,PhD,USA,Physics,Scholarship245,Merit-Based,5000,PhD,Canada,Fine Arts,0
Person2197,2.74,2000,Bachelor,Australia,Medical Science,Scholarship2197,Merit-Based,1500,Bachelor,UK,History,0
Person1033,2.98,2000,Master,UK,Business Administration,Scholarship1033,Merit-Based,3500,Master,Australia,Finance,0
Person1662,3.31,5000,PhD,Canada,Chemistry,Scholarship1662,Need-Based,500,Bachelor,Canada,Business Administration,0
Person2807,3.91,8000,Bachelor,Australia,Fine Arts,Scholarship2807,Merit-Based,8000,Master,USA,Computer Science,0
Person2987,3.27,3500,PhD,USA,History,Scholarship2987,Need-Based,3500,Bachelor,Canada,Chemistry,0
Person2307,3.1,1000,Bachelor,USA,Electrical Engineering,Scholarship2307,Merit-Based,5000,Bachelor,UK,Finance,0
Person246,3.01,5000,Bachelor,Australia,Computer Science,Scholarship246,Merit-Based,7000,PhD,UK,Physics,0
